1978,1
1987,3
1988,1
1989,2
1990,1
1991,5
1992,4
1993,7
1994,5
1995,12
1996,11
1997,13
1998,8
1999,35
2000,55
2001,82
2002,105
2003,60
2004,43
2005,31
2006,24
2007,27
2008,15
2009,16
2010,10
2011,9
2012,2
