1984,1
1986,1
1991,1
1992,3
1993,1
1994,3
1995,1
1996,4
1997,5
1999,11
2000,16
2001,14
2002,16
2003,17
2004,17
2005,10
2006,23
2007,12
2008,11
2009,9
2010,9
2011,9
2012,9
