1973,1
1978,2
1982,1
1984,2
1985,1
1988,3
1990,5
1991,5
1992,5
1993,3
1994,7
1995,12
1996,12
1997,17
1998,9
1999,24
2000,27
2001,31
2002,31
2003,48
2004,37
2005,27
2006,30
2007,23
2008,13
2009,10
2010,15
2011,12
2012,10
