1985,1
1986,2
1987,1
1988,2
1989,1
1990,4
1991,5
1992,6
1993,5
1994,2
1995,2
1996,4
1997,1
1998,8
1999,12
2000,6
2001,12
2002,15
2003,16
2004,19
2005,10
2006,14
2007,16
2008,33
2009,7
2010,7
2011,3
2012,7
