1982,1
1983,1
1987,2
1988,3
1989,2
1990,3
1991,3
1992,2
1993,5
1994,6
1995,7
1996,10
1997,9
1998,9
1999,10
2000,19
2001,24
2002,24
2003,41
2004,23
2005,22
2006,22
2007,24
2008,15
2009,13
2010,11
2011,6
2012,6
