1982,1
1986,4
1988,2
1989,1
1990,1
1991,6
1992,9
1993,3
1994,3
1995,4
1996,3
1997,1
1998,8
1999,10
2000,7
2001,8
2002,10
2003,14
2004,12
2005,17
2006,26
2007,16
2008,13
2009,2
2010,6
2011,6
2012,4
