1969,1
1976,1
1980,2
1981,1
1983,1
1984,1
1986,7
1987,3
1988,4
1989,4
1990,4
1991,12
1992,6
1993,4
1994,5
1995,4
1996,9
1997,11
1998,25
1999,24
2000,31
2001,40
2002,36
2003,32
2004,46
2005,26
2006,18
2007,8
2008,3
2009,5
2011,7
2012,6
