1968,1
1974,1
1976,2
1977,2
1978,1
1979,2
1980,4
1982,2
1983,4
1985,1
1987,1
1988,2
1989,8
1990,3
1991,7
1992,4
1993,7
1994,8
1995,9
1996,8
1997,10
1998,15
1999,17
2000,14
2001,8
2002,5
2003,6
2004,19
2005,8
2006,7
2007,3
2008,4
2009,1
2010,5
2011,1
2012,4
