1974,1
1984,1
1985,2
1986,1
1987,4
1988,2
1989,3
1990,1
1991,6
1992,10
1993,6
1994,6
1995,7
1996,14
1997,11
1998,22
1999,15
2000,32
2001,21
2002,28
2003,20
2004,26
2005,24
2006,12
2007,5
2008,6
2009,4
2010,4
2011,5
2012,3
