1982,1
1984,1
1985,1
1986,2
1987,4
1988,3
1989,4
1990,4
1991,1
1992,9
1993,11
1994,12
1995,9
1996,14
1997,17
1998,27
1999,34
2000,52
2001,48
2002,31
2003,43
2004,25
2005,27
2006,23
2007,17
2008,12
2009,3
2010,4
2011,2
2012,1
