1985,1
1989,1
1991,3
1992,1
1993,3
1994,4
1995,7
1996,6
1997,1
1998,2
1999,7
2000,6
2001,13
2002,14
2003,27
2004,18
2005,22
2006,17
2007,10
2008,18
2009,10
2010,11
2011,3
2012,5
