1980,1
1981,1
1983,3
1984,2
1985,2
1987,2
1988,2
1989,7
1990,1
1991,4
1992,6
1993,2
1994,3
1995,8
1996,6
1997,4
1998,10
1999,10
2000,18
2001,27
2002,20
2003,24
2004,17
2005,31
2006,16
2007,9
2008,11
2009,12
2010,4
2011,2
2012,2
