1972,2
1976,1
1979,1
1985,1
1986,1
1987,1
1988,5
1990,7
1991,4
1992,6
1993,7
1994,8
1995,20
1996,16
1997,10
1998,17
1999,15
2000,21
2001,22
2002,26
2003,22
2004,38
2005,32
2006,39
2007,25
2008,17
2009,13
2010,5
2011,6
2012,8
