1983,1
1989,1
1990,1
1991,1
1992,2
1993,1
1994,5
1995,3
1996,4
1997,2
1998,4
1999,4
2000,6
2001,5
2002,10
2003,16
2004,11
2005,18
2006,10
2007,11
2008,54
2009,28
2010,9
2011,7
2012,28
