1975,1
1976,1
1977,1
1978,3
1980,3
1981,1
1982,1
1983,2
1984,4
1985,4
1986,1
1987,5
1988,2
1989,4
1990,8
1991,14
1992,17
1993,19
1994,17
1995,10
1996,23
1997,22
1998,23
1999,39
2000,54
2001,46
2002,40
2003,42
2004,134
2005,88
2006,80
2007,54
2008,29
2009,35
2010,15
2011,18
2012,15
