1983,1
1986,1
1987,1
1988,2
1989,2
1990,4
1991,3
1992,3
1993,6
1994,4
1995,5
1996,3
1997,3
1998,5
1999,9
2000,13
2001,13
2002,15
2003,21
2004,29
2005,14
2006,14
2007,4
2008,1
2009,1
2010,4
2011,3
