1969,1
1971,1
1976,1
1978,1
1979,3
1980,1
1982,5
1983,1
1984,5
1985,14
1986,9
1987,9
1988,18
1989,13
1990,25
1991,33
1992,51
1993,41
1994,47
1995,47
1996,58
1997,86
1998,74
1999,88
2000,130
2001,99
2002,136
2003,139
2004,140
2005,133
2006,115
2007,82
2008,38
2009,28
2010,27
2011,23
2012,26
