1988,1
1992,3
1993,2
1996,4
1997,3
1998,6
1999,9
2000,12
2001,21
2002,52
2003,34
2004,81
2005,49
2006,59
2007,66
2008,64
2009,57
2010,27
2011,30
2012,21
