1976,1
1977,2
1985,2
1986,1
1987,2
1988,2
1989,6
1990,5
1991,2
1992,1
1993,9
1994,5
1995,9
1996,7
1997,8
1998,12
1999,17
2000,23
2001,20
2002,23
2003,41
2004,18
2005,27
2006,19
2007,26
2008,9
2009,5
2010,6
2011,2
2012,5
