1976,1
1977,1
1980,1
1986,1
1987,4
1988,5
1989,5
1990,4
1991,5
1992,14
1993,6
1994,5
1995,4
1996,4
1997,10
1998,17
1999,15
2000,23
2001,21
2002,26
2003,29
2004,39
2005,28
2006,17
2007,12
2008,17
2009,17
2010,12
2011,2
2012,2
