1986,3
1991,5
1992,1
1993,5
1994,5
1995,4
1996,4
1997,6
1998,9
1999,5
2000,18
2001,32
2002,34
2003,64
2004,74
2005,66
2006,79
2007,144
2008,85
2009,75
2010,59
2011,46
2012,64
