1968,1
1976,3
1977,2
1979,2
1980,3
1981,3
1982,2
1983,1
1984,2
1985,1
1986,9
1987,14
1988,10
1989,10
1990,14
1991,22
1992,12
1993,26
1994,32
1995,37
1996,32
1997,40
1998,44
1999,41
2000,31
2001,58
2002,55
2003,53
2004,62
2005,51
2006,25
2007,9
2008,9
2009,8
2010,18
2011,2
2012,1
